0,0,48, 40.000000, 2
1,0,49, 39.676048, 2
2,0,50, 59.360470, 3
3,0,54, 37.483545, 2
4,0,79, 38.434852, 2
5,1,7, 27.515390, 2
6,1,9, 53.377677, 3
7,1,27, 27.103140, 2
8,1,48,72.754198,3
9,1,69, 36.152255, 2
10,1,89, 40.000000, 2
11,1,92,50.034547,3
12,1,98, 56.076700, 3
13,2,49, 13.828998, 1
14,2,67,13.223246,1
15,2,93, 13.867155, 1
16,3,4, 38.299993, 2
17,3,6, 87.000000, 4
18,3,28,79.863027,4
19,3,34, 40.000000, 2
20,3,74, 41.201337, 2
21,3,89, 50.874969, 3
22,3,91, 78.851558, 4
23,3,95, 30.646200, 2
24,3,99, 87.000000, 4
25,4,23, 29.196500, 2
26,4,29, 40.000000, 2
27,4,93, 24.458608, 1
28,5,12,57.019355,3
29,5,17, 57.139070, 3
30,5,31, 87.000000, 4
31,5,70, 30.605718, 2
32,6,15, 13.222719, 1
33,6,19, 32.890545, 2
34,6,31,75.708580,4
35,6,32, 58.609690, 3
36,6,36, 87.000000, 4
37,6,38, 28.920213, 2
38,6,42, 87.000000, 4
39,6,45, 13.299027, 1
40,7,9, 40.000000, 2
41,7,42, 35.366428, 2
42,7,44, 79.471775, 4
43,8,55, 32.415928, 2
44,8,89, 40.000000, 2
45,9,14, 33.846654, 2
46,9,38, 78.427455, 4
47,9,92,36.768421,2
48,9,95, 83.297932, 4
49,10,16, 30.646200, 2
50,10,33,77.552926,4
51,10,45, 40.000000, 2
52,11,43, 29.070724, 2
53,11,54,80.222102,4
54,11,66, 24.835242, 1
55,11,86, 13.484341, 1
56,11,88, 40.749888, 2
57,12,11, 34.582870, 2
58,12,73, 32.284816, 2
59,13,12,23.268835,1
60,13,80,71.921261,3
61,13,92, 51.584479, 3
62,13,97, 13.593318, 1
63,14,23,55.169785,3
64,14,36, 71.920982, 3
65,14,37, 26.125207, 2
66,14,38, 40.000000, 2
67,14,51, 77.244784, 4
68,15,11, 13.929981, 1
69,15,58, 39.219111, 2
70,15,63, 13.229893, 1
71,16,50, 33.264935, 2
72,16,76, 32.816637, 2
73,17,15,39.884135,2
74,17,48, 32.256967, 2
75,17,59, 26.360191, 2
76,17,71, 87.000000, 4
77,18,39, 57.469568, 3
78,18,64, 78.423060, 4
79,19,32, 31.547709, 2
80,19,33,60.813957,3
81,19,42, 51.863428, 3
82,19,53, 56.076700, 3
83,19,81, 47.042064, 2
84,20,7, 40.000000, 2
85,20,48, 77.949631, 4
86,21,3, 78.005753, 4
87,21,9,59.889172,3
88,21,51, 26.360191, 2
89,21,77, 33.272039, 2
90,22,25, 31.984626, 2
91,22,59, 87.000000, 4
92,22,73, 13.818393, 1
93,22,99,76.512372,4
94,23,8, 31.147641, 2
95,23,31, 81.706392, 4
96,23,52,20.577727,1
97,23,77, 18.984172, 1
98,23,99, 13.280248, 1
99,24,22, 39.017239, 2
100,24,42, 13.938909, 1
101,25,48, 38.937239, 2
102,25,52, 33.352681, 2
103,26,4, 13.975434, 1
104,26,14, 19.066346, 1
105,26,37, 13.239457, 1
106,26,51,80.445830,4
107,26,58, 39.510340, 2
108,26,64, 13.231759, 1
109,26,94, 35.736936, 2
110,26,95, 40.000000, 2
111,27,29, 37.686833, 2
112,27,33, 63.006279, 3
113,27,44, 37.345336, 2
114,27,60, 69.879672, 3
115,27,90, 76.192669, 4
116,28,17, 14.587804, 1
117,28,34, 71.897533, 3
118,28,49, 19.066346, 1
119,28,53, 40.000000, 2
120,28,54, 31.718345, 2
121,28,68, 51.457486, 3
122,28,74,57.604290,3
123,28,81, 13.742204, 1
124,28,94,77.639812,4
125,28,99, 13.484341, 1
126,29,6, 22.398524, 1
127,29,57, 39.206600, 2
128,29,65, 36.152255, 2
129,29,74, 51.302075, 3
130,29,84, 75.447570, 4
131,29,93, 22.398524, 1
132,30,35, 34.367380, 2
133,30,47, 80.831737, 4
134,31,6, 65.226518, 3
135,31,12, 87.000000, 4
136,31,64, 87.000000, 4
137,31,81, 87.000000, 4
138,31,97, 31.732658, 2
139,32,38, 82.878607, 4
140,32,89, 13.243103, 1
141,32,92, 40.000000, 2
142,32,99, 54.659886, 3
143,33,18, 45.689062, 2
144,33,39, 32.767452, 2
145,35,65, 87.000000, 4
146,35,71, 13.295374, 1
147,35,72, 37.345336, 2
148,35,83, 20.145804, 1
149,36,57, 87.000000, 4
150,36,67, 13.952335, 1
151,36,71, 32.343082, 2
152,36,72, 13.419458, 1
153,36,78, 24.705554, 1
154,36,80,84.324979,4
155,36,98, 13.293373, 1
156,37,28, 61.532832, 3
157,37,39, 13.297529, 1
158,37,62, 13.276075, 1
159,37,76, 85.292475, 4
160,37,79,67.989083,3
161,38,15, 39.305902, 2
162,38,41, 18.148360, 1
163,38,53, 36.150344, 2
164,38,88,52.086101,3
165,39,27, 26.116601, 2
166,39,47, 30.106638, 2
167,39,97, 25.965562, 2
168,39,98, 14.131864, 1
169,40,17, 40.000000, 2
170,40,42,60.813957,3
171,40,52, 27.628207, 2
172,41,13, 40.000000, 2
173,41,17,66.823875,3
174,41,54, 36.267110, 2
175,42,6, 13.288424, 1
176,42,14, 26.125207, 2
177,42,38, 58.609690, 3
178,42,52, 31.899528, 2
179,42,57, 40.000000, 2
180,42,92,77.195261,4
181,42,94, 22.509735, 1
182,43,60, 72.602383, 3
183,43,93, 31.759191, 2
184,44,35, 33.013834, 2
185,44,36, 87.000000, 4
186,44,47, 13.222719, 1
187,44,75, 29.460245, 2
188,44,78,19.716233,1
189,45,37, 36.150344, 2
190,45,50, 42.319330, 2
191,45,91, 13.455186, 1
192,45,93, 29.940200, 2
193,45,95, 24.925249, 1
194,46,14, 19.521038, 1
195,46,24, 33.279092, 2
196,46,53, 39.510340, 2
197,46,56, 77.544579, 4
198,46,90, 40.000000, 2
199,46,96, 40.000000, 2
200,47,52, 13.393989, 1
201,48,12,65.910370,3
202,48,45, 40.000000, 2
203,48,97, 32.069094, 2
204,49,8, 20.902673, 1
205,49,22,80.222102,4
206,49,70, 25.724653, 2
207,49,74,85.190771,4
208,50,58, 50.493101, 3
209,51,5, 13.769058, 1
210,51,62, 13.952335, 1
211,51,76, 25.724653, 2
212,51,96, 87.000000, 4
213,52,0,14.115505,1
214,52,8, 36.252773, 2
215,52,41, 34.072623, 2
216,52,53, 78.851558, 4
217,53,8, 60.002298, 3
218,53,33, 44.756421, 2
219,53,42, 39.219111, 2
220,53,69, 13.272966, 1
221,53,77, 27.512875, 2
222,53,93, 19.521038, 1
223,54,58, 14.131864, 1
224,54,77, 25.393131, 2
225,55,4, 13.235650, 1
