9,13.222719,32.984845004941285,59
13.25,30.174451,55.08175741568164,17
15.5,31.071799,24.186773244895647,44
10.0,87.0,59.0592922409336,57
9,13.222719,37.69615364994153,57
13.5,13.222836,46.61544808322666,42
13.75,34.456372,55.326304774492215,21
14.25,34.166181,68.18357573492314,4
212.25,41.758801,65.00769185258002,6
10.0,61.582423,66.37017402418047,20
9,34.383021,65.80273550544841,34
303.75,27.426712,66.57326790837296,96
504.75,53.452317,89.05054744357274,90
306.0,75.996882,45.89117562233506,47
9,27.623979,45.5411901469428,66
306.0,57.229935,26.92582403567252,90
16.75,17.922722,56.0357029044876,23
9,14.253295,48.08326112068523,74
13.5,40.0,66.27216610312357,89
207.0,13.636314,63.06346010171025,35
9,39.000357,19.4164878389476,99
112.75,59.343252,64.77653896280658,16
9.0,87.0,61.326992425847855,3
306.0,14.392611,59.135437767890075,62
10.75,38.579773,85.9127464349732,1
9,29.83622,22.47220505424423,6
9.5,29.626832,54.817880294662984,67
9,26.287293,44.28317965096906,32
9,54.148332,47.43416490252569,34
14.0,13.305171,65.12296062065974,78
307.5,59.291406,68.6804193347711,65
9,32.414309,30.14962686336267,31
16.5,55.459247,47.265209192385896,24
11.0,14.15161,93.34880824091971,35
304.25,13.976163,66.2872536767062,39
12.0,13.249908,69.26037828369117,63
15.5,40.0,62.00806399170998,4
304.5,13.55214,47.53945729601885,26
304.5,31.65235,45.12205669071391,96
306.0,52.001205,59.77457653551382,61
209.0,40.0,72.99315036357864,39
9.25,72.424593,75.7429864739964,58
17.0,32.986934,53.0,90
9,20.96278,13.341664064126334,14
9,13.222719,41.773197148410844,50
9.75,32.117976,66.64833081180653,28
9,30.053855,8.94427190999916,42
14.0,36.955749,66.37017402418047,7
9,36.222626,87.6184911990614,82
11.25,31.211497,49.678969393496885,84
9,13.911167,36.124783736376884,75
10.5,28.63457,89.37561188601732,43
306.0,13.223262,17.46424919657298,71
10.75,87.0,67.00746227100382,6
10.0,34.885399,52.20153254455275,17
9,28.424314,29.832867780352597,30
9.0,26.439696,29.068883707497267,31
10.25,48.029121,62.177166226839255,29
9,18.618959,6.4031242374328485,89
205.0,13.344307,29.154759474226502,63
307.0,28.264721,67.08203932499369,71
12.0,36.920599,69.26037828369117,80
9,13.763286,49.64876634922564,48
9,21.471812,82.15229759416349,44
9,35.163056,77.10382610480494,88
312.0,38.562999,24.758836806279895,95
312.0,29.742162,68.73136110975832,39
9,19.480715,66.70832032063167,37
316.5,13.617504,42.5205832509386,34
9,25.002857,30.675723300355934,92
9.75,13.417395,23.769728648009426,80
306.0,21.630489,38.48376280978771,92
10.0,67.086077,58.52349955359813,49
307.5,35.957235,20.518284528683193,79
9,25.672218,15.811388300841896,24
10.5,60.304328,69.06518659932803,21
9.75,32.600712,9.433981132056603,13
9,36.926747,8.06225774829855,63
601.5,78.216335,54.12947441089743,99
108.0,57.247695,40.19950248448356,74
