0,48
0,49
0,50
0,54
0,79
1,7
1,9
1,27
1,48
1,69
1,89
1,92
1,98
2,49
2,67
2,93
3,4
3,6
3,28
3,34
3,74
3,89
3,91
3,95
3,99
4,23
4,29
4,93
5,12
5,17
5,31
5,70
6,15
6,19
6,31
6,32
6,36
6,38
6,42
6,45
7,9
7,42
7,44
8,55
8,89
9,14
9,38
9,92
9,95
10,16
10,33
10,45
11,43
11,54
11,66
11,86
11,88
12,11
12,73
13,12
13,80
13,92
13,97
14,23
14,36
14,37
14,38
14,51
15,11
15,58
15,63
16,50
16,76
17,15
17,48
17,59
17,71
18,39
18,64
19,32
19,33
19,42
19,53
19,81
20,7
20,48
21,3
21,9
21,51
21,77
22,25
22,59
22,73
22,99
23,8
23,31
23,52
23,77
23,99
24,22
24,42
25,48
25,52
26,4
26,14
26,37
26,51
26,58
26,64
26,94
26,95
27,29
27,33
27,44
27,60
27,90
28,17
28,34
28,49
28,53
28,54
28,68
28,74
28,81
28,94
28,99
29,6
29,57
29,65
29,74
29,84
29,93
30,35
30,47
31,6
31,12
31,64
31,81
31,97
32,38
32,89
32,92
32,99
33,18
33,39
35,65
35,71
35,72
35,83
36,57
36,67
36,71
36,72
36,78
36,80
36,98
37,28
37,39
37,62
37,76
37,79
38,15
38,41
38,53
38,88
39,27
39,47
39,97
39,98
40,17
40,42
40,52
41,13
41,17
41,54
42,6
42,14
42,38
42,52
42,57
42,92
42,94
43,60
43,93
44,35
44,36
44,47
44,75
44,78
45,37
45,50
45,91
45,93
45,95
46,14
46,24
46,53
46,56
46,90
46,96
47,52
48,12
48,45
48,97
49,8
49,22
49,70
49,74
50,58
51,5
51,62
51,76
51,96
52,0
52,8
52,41
52,53
53,8
53,33
53,42
53,69
53,77
53,93
54,58
54,77
55,4
55,20
55,33
55,46
55,63
55,79
55,85
55,97
56,2
56,30
56,45
56,76
56,87
56,90
57,5
57,12
57,17
57,21
57,47
57,48
57,53
57,87
57,94
58,31
58,63
58,93
59,3
59,60
59,73
59,94
60,21
60,57
60,62
60,87
60,96
61,11
61,70
61,92
62,17
62,52
63,5
63,13
63,20
63,52
63,91
64,11
64,21
64,29
64,35
64,60
64,72
64,83
65,51
65,61
66,19
66,24
66,83
66,88
67,8
67,39
67,60
67,94
67,98
68,8
68,56
68,90
69,45
69,66
69,82
69,98
70,0
70,1
70,29
70,54
70,87
71,20
71,33
71,86
72,30
72,46
72,78
72,98
73,2
73,5
73,16
73,36
73,52
73,86
74,12
74,17
74,54
74,95
75,15
75,97
76,3
76,8
76,11
76,28
76,91
76,96
77,4
77,20
77,52
77,66
77,73
77,82
77,85
78,8
79,0
79,4
79,35
79,40
79,49
79,53
79,54
79,62
79,86
79,90
80,5
80,30
80,40
80,68
81,31
81,57
81,75
81,81
81,84
82,0
82,41
83,18
83,89
84,0
84,14
84,91
85,25
85,33
85,91
86,17
86,28
86,39
86,46
86,62
86,70
87,5
87,21
87,22
87,41
87,56
88,19
88,42
88,50
88,51
89,5
89,21
89,33
89,42
89,43
89,45
89,62
90,6
90,10
90,82
90,89
91,11
91,13
91,18
91,34
91,90
91,92
92,17
92,83
93,1
93,15
93,46
94,37
94,94
95,17
95,48
95,79
96,0
96,43
96,48
96,54
96,59
96,70
97,39
97,45
97,52
98,53
98,79
98,85
98,91
99,15
99,61
99,68
