26,-55,31,0.5,3
50,-49,57,0.5,3
7,-62,35,0.5,3
11,-61,33,0.5,3
5,-63,29,0.5,3
122,-34,28,0.5,3
127,-32,31,0.5,3
107,-37,33,0.5,3
89,-41,28,0.5,3
32,-53,27,0.5,3
62,-47,33,0.5,3
40,-51,38,0.5,3
45,-50,38,0.5,3
59,-48,39,0.5,3
63,-47,44,0.5,3
133,-31,66,0.5,3
92,-40,35,0.5,3
93,-40,39,0.5,3
96,-39,39,0.5,3
112,-36,39,0.5,3
118,-35,37,0.5,3
124,-33,39,0.5,3
138,-29,47,0.5,3
125,-33,44,0.5,3
113,-36,47,0.5,3
108,-37,46,0.5,3
109,-37,48,0.5,3
114,-36,54,0.5,3
85,-42,53,0.5,3
82,-43,51,0.5,3
79,-44,51,0.5,3
81,-43,48,0.5,3
75,-45,48,0.5,3
46,-50,48,0.5,3
33,-53,49,0.5,3
41,-51,51,0.5,3
42,-51,52,0.5,3
60,-48,55,0.5,3
16,-59,35,0.5,3
51,-49,61,0.5,3
52,-49,63,0.5,3
34,-53,60,0.5,3
22,-57,58,0.5,3
15,-60,60,0.5,3
14,-60,57,0.5,3
21,-57,56,0.5,3
18,-59,54,0.5,3
8,-62,50,0.5,3
17,-59,52,0.5,3
24,-56,49,0.5,3
20,-57,53,0.5,3
31,-54,57,0.5,3
35,-53,62,0.5,3
23,-57,67,0.5,3
27,-55,65,0.5,3
37,-52,65,0.5,3
47,-50,65,0.5,3
53,-49,64,0.5,3
70,-46,65,0.5,3
69,-46,63,0.5,3
68,-46,60,0.5,3
97,-39,62,0.5,3
98,-39,64,0.5,3
99,-39,65,0.5,3
103,-38,65,0.5,3
129,-32,66,0.5,3
78,-44,40,0.5,3
143,-28,61,0.5,3
132,-31,60,0.5,3
128,-32,57,0.5,3
139,-29,53,0.5,3
