1,30
1,41
2,35
2,42
2,43
2,51
3,37
3,57
3,72
4,6
4,32
4,55
5,7
5,45
5,79
5,82
6,57
6,74
6,76
7,29
8,75
8,78
8,80
8,89
9,71
10,32
10,53
10,87
11,18
11,29
11,31
11,79
12,49
12,71
12,82
12,84
13,25
13,87
14,8
14,40
14,60
14,73
14,74
15,0
15,2
15,60
15,70
15,87
16,8
16,15
16,79
16,83
16,85
16,86
17,3
17,18
17,29
17,31
17,46
17,61
17,77
18,41
18,55
18,66
19,14
19,15
19,27
19,35
19,82
19,85
19,87
20,12
20,13
20,30
20,38
20,70
21,5
21,8
21,62
21,73
22,28
22,70
22,73
23,12
23,19
23,75
24,3
24,21
24,37
24,50
25,14
25,38
25,57
25,61
26,2
26,19
26,61
26,84
26,86
26,87
27,2
27,38
27,47
27,87
28,25
28,35
28,45
28,55
28,68
28,70
29,10
29,25
29,61
29,69
29,76
30,21
30,28
30,29
30,59
31,2
31,35
31,48
31,50
32,23
32,61
32,66
33,22
33,53
33,79
33,88
34,13
34,27
34,82
34,88
35,1
35,26
36,13
36,24
36,69
36,75
37,14
37,31
37,47
37,83
38,31
39,3
39,14
39,31
40,14
41,16
41,27
42,9
42,13
42,19
42,31
43,28
44,9
44,17
44,20
47,13
47,52
47,61
48,46
48,75
48,80
50,19
50,62
51,12
51,13
51,32
51,56
51,78
52,58
52,82
53,19
53,62
53,72
54,83
55,12
56,52
56,77
57,9
57,59
58,9
58,11
58,83
59,11
59,70
60,19
60,42
61,12
62,6
62,14
62,37
62,38
62,43
63,69
64,5
64,9
64,12
64,20
65,11
65,15
65,18
65,47
65,61
65,89
66,5
66,42
66,86
67,45
67,59
67,66
68,9
68,15
68,53
68,59
68,67
69,18
69,43
69,47
69,53
70,60
70,67
70,82
71,33
71,35
71,54
71,60
71,81
71,84
72,49
72,68
72,77
73,13
73,30
73,34
73,42
73,59
73,85
74,7
74,20
74,47
74,76
74,80
74,84
75,52
76,18
76,34
76,68
77,33
77,51
78,34
78,42
78,50
78,61
78,80
79,5
79,9
79,35
80,4
80,61
81,10
81,22
81,27
81,67
82,50
82,88
83,5
83,36
83,49
83,52
83,63
83,69
83,74
83,86
84,29
84,32
84,47
84,58
84,69
85,31
85,79
86,35
86,37
86,67
86,74
87,7
87,24
87,44
87,45
87,76
88,47
88,79
88,81
88,82
89,1
89,11
89,71
89,86
