ID,Coordenadas,Features,Cluster
130,"[73, 19]","[130.0, 16.294144, 12.001027, 8.733333, 106.469987, 15.3052]",0
126,"[72, 8]","[126.0, 16.255938, 13.030421, 8.733333, 90.274971, 3.038649]",0
117,"[66, -10]","[117.0, 17.621128, 8.075137, 4.666667, 114.198215, 0.501571]",0
129,"[73, 2]","[129.0, 11.579341, 3.898056, -4.48805, 72.857374, 8.4549]",0
128,"[73, -8]","[128.0, 17.879886, 5.99674, 4.778407, 157.928741, 18.846442]",0
123,"[71, -10]","[123.0, 6.631664, 0.069513, -8.661248, 6.587979, 7.437865]",0
124,"[71, -4]","[124.0, 16.319912, 11.623657, 8.583405, 10.772585, 18.908562]",0
121,"[70, -2]","[121.0, 13.788716, 1.599792, -4.398726, 181.620483, 20.37572]",0
125,"[72, -20]","[125.0, 16.376308, 12.259548, 8.733333, 161.012646, 7.490523]",0
116,"[65, -15]","[116.0, 15.759182, 12.387255, 8.724978, 134.292578, 5.736002]",0
110,"[58, -16]","[110.0, 17.911706, 11.222274, 8.669639, 78.682301, 19.773568]",0
112,"[60, -13]","[112.0, 9.167442, 1.257321, -5.098045, 135.374219, 17.939573]",0
105,"[54, -16]","[105.0, 3.928759, 2.484731, 0.0, 116.928261, 15.48732]",0
99,"[49, -27]","[99.0, 3.805337, 0.178531, 0.0, 51.07406, 9.36093]",0
122,"[71, -21]","[122.0, 16.967291, 14.428471, 8.733333, 110.435005, 6.566988]",0
113,"[61, -27]","[113.0, 6.426162, 3.434655, -8.513265, 41.520607, 0.029872]",0
109,"[57, -20]","[109.0, 15.0284, 10.338218, 5.396578, 88.505992, 18.544884]",0
104,"[54, -20]","[104.0, 13.511758, 7.927997, 3.082556, 12.205786, 6.573939]",0
103,"[52, -24]","[103.0, 9.136223, 4.668226, -1.140008, 189.621747, 11.519025]",0
96,"[47, -21]","[96.0, 16.119228, 1.948593, -4.333333, 170.071467, 15.327727]",0
106,"[54, -4]","[106.0, 17.90264, 9.029729, 4.667063, 57.021617, 8.395439]",0
97,"[47, -13]","[97.0, 16.044459, 8.532355, 4.666667, 182.329485, 17.093844]",0
101,"[51, -6]","[101.0, 21.763916, 2.432735, -4.339415, 167.651118, 18.826982]",0
89,"[43, -23]","[89.0, 20.255351, 5.706688, 4.835485, 21.948474, 5.567414]",0
84,"[40, -18]","[84.0, 10.94509, 8.245854, -0.0, 157.805785, 1.24989]",0
82,"[34, -30]","[82.0, 13.817024, 12.462429, 8.461833, 165.996486, 16.825326]",0
83,"[36, -11]","[83.0, 11.003418, 8.778961, -0.0, 171.751807, 9.263526]",0
81,"[33, -20]","[81.0, 6.923889, 5.274893, -0.0, 105.87198, 16.972673]",0
80,"[32, -5]","[80.0, 9.100542, 7.099333, -0.0, 111.31115, 0.124367]",0
