ID,Coordenadas,Features,Cluster
55,"[16, 4]","[55.0, 17.913132, 1.784965, -4.333333, 169.274578, 5.631167]",1
75,"[27, -32]","[75.0, 19.766466, 13.938954, 8.733333, 17.999763, 18.884848]",1
58,"[18, -29]","[58.0, 11.796009, 5.105786, -0.0, 149.323444, 5.588173]",1
79,"[31, -27]","[79.0, 10.854724, 9.24067, -0.0, 145.137585, 3.571143]",1
72,"[24, -25]","[72.0, 3.956451, 3.814233, 0.0, 162.125621, 18.641336]",1
73,"[25, -17]","[73.0, 16.354706, 12.214272, 8.733333, 80.768674, 14.957365]",1
60,"[19, -21]","[60.0, 4.051338, 3.357179, 0.0, 191.469056, 15.45566]",1
61,"[19, -19]","[61.0, 18.49413, 11.269006, 8.646427, 124.052007, 8.851257]",1
76,"[27, -11]","[76.0, 14.147642, 5.249756, 3.815389, 64.188207, 4.396351]",1
21,"[-9, -10]","[21.0, 19.437846, 9.83611, 4.749161, 145.38291, 2.849437]",1
7,"[-20, -32]","[7.0, 10.037773, 4.177473, -3.780947, 55.878393, 19.711002]",1
11,"[-19, -31]","[11.0, 16.895326, 2.364196, -4.337934, 4.971047, 16.729597]",1
8,"[-20, -28]","[8.0, 17.223722, 8.203223, 4.666667, 189.246031, 11.338251]",1
15,"[-15, -33]","[15.0, 20.669863, 12.004207, 8.733333, 11.386577, 16.145213]",1
14,"[-16, -13]","[14.0, 21.567229, 7.280635, 4.666667, 194.299928, 1.862282]",1
20,"[-9, -31]","[20.0, 18.941295, 14.392386, 8.733333, 130.00815, 3.88341]",1
28,"[-4, -31]","[28.0, 14.776196, 5.883405, 4.46872, 118.99486, 21.552464]",1
16,"[-12, -29]","[16.0, 3.841922, 2.128295, 0.0, 90.064763, 7.303765]",1
17,"[-12, -23]","[17.0, 12.069793, 6.326419, 0.211387, 116.49406, 18.47449]",1
33,"[3, -31]","[33.0, 18.108324, 4.153845, -0.744046, 186.579579, 6.909362]",1
43,"[11, -26]","[43.0, 14.549269, 11.482752, 7.15583, 2.195818, 0.668559]",1
24,"[-5, -25]","[24.0, 14.702373, 14.009899, 8.615446, 23.223703, 15.10784]",1
40,"[9, -25]","[40.0, 2.769136, 0.516691, 0.0, 87.008144, 19.169085]",1
38,"[8, -25]","[38.0, 6.334251, 4.756492, -0.635086, 74.944493, 15.57624]",1
41,"[10, -24]","[41.0, 8.312453, 6.581165, 0.0, 18.302633, 1.82943]",1
51,"[14, -21]","[51.0, 6.10056, 4.140376, -4.094402, 128.463047, 19.839021]",1
31,"[1, -21]","[31.0, 16.118277, 10.590691, 6.418728, 38.607963, 3.449774]",1
29,"[-2, -20]","[29.0, 12.618033, 9.832168, 1.569744, 192.432206, 8.777855]",1
32,"[1, -19]","[32.0, 3.745589, 0.477493, 0.0, 68.328821, 7.172754]",1
25,"[-5, -17]","[25.0, 19.304493, 10.181027, 4.982862, 11.530872, 16.143004]",1
30,"[0, -17]","[30.0, 15.042119, 2.5678, -4.348994, 37.155653, 9.684112]",1
18,"[-12, -12]","[18.0, 16.78708, 13.736033, 8.733333, 137.327563, 8.177913]",1
22,"[-8, -13]","[22.0, 8.427097, 0.535675, -5.509081, 74.769533, 19.357439]",1
26,"[-5, -12]","[26.0, 13.553224, 11.366102, 5.639167, 195.953045, 9.617794]",1
68,"[22, -14]","[68.0, 15.952753, 2.079367, -4.333726, 139.926753, 11.489114]",1
46,"[12, -10]","[46.0, 13.6839, 7.346466, 3.297574, 47.073355, 4.719269]",1
64,"[20, -4]","[64.0, 17.507954, 10.486151, 5.983553, 18.069348, 12.852427]",1
27,"[-5, -8]","[27.0, 15.360904, 11.146987, 8.696152, 56.964745, 8.356456]",1
47,"[12, -1]","[47.0, 17.324761, 6.683793, 4.681215, 89.603943, 14.957903]",1
