0,67,22,67,100.0
0,68,22,68,0.25
0,22,22,22,100.0
0,23,22,23,0.25
22,78,22,89,100.0
23,78,23,89,0.25
22,56,22,67,100.0
23,56,23,67,0.25
22,0,22,11,100.0
23,0,23,11,0.25
22,33,22,45,100.0
23,33,23,45,0.25
22,67,33,78,100.0
22,22,33,33,100.0
22,23,33,34,2.0
35,33,55,33,100.0
35,34,56,34,3.0
35,35,56,35,2.5
35,36,56,36,2.0
35,37,56,37,1.5
35,38,56,38,1.0
35,39,56,39,0.5
35,40,56,40,1.0
35,41,56,41,1.5
35,42,56,42,2.0
35,43,56,43,2.5
35,44,56,44,3.0
35,45,56,45,100.0
89,0,67,22,100.0
67,22,89,45,100.0
89,45,67,78,100.0
67,78,89,89,100.0
45,89,45,67,2.0
46,89,46,67,1.5
47,89,47,67,0.5
11,33,11,77,100
0,0,11,11,100
0,89,11,78,100
45,22,67,22,1.25
45,23,67,23,1.25
45,24,67,24,1.25
45,25,67,25,1.5
45,26,67,26,0.5
45,27,67,27,100.0
45,28,67,28,0.5
45,29,67,29,1.5
45,30,67,30,100
55,89,35,67,0.5
54,89,34,67,0.25
53,89,33,67,100
45,0,45,11,100
46,0,50,11,1.25
47,0,51,11,1.5
48,0,52,11,2.0
49,0,53,11,2.5
50,0,54,11,100.0
60,45,60,88,100.0
62,45,62,88,100.0
60,88,62,88,100.0
61,45,61,75,0.5
61,76,61,87,3.0
11,33,22,33,100.0
