0,0,100.0
0,1,1.75
0,2,1.5
0,3,0.5
0,4,0.5
0,5,1.75
0,6,2.5
0,7,1.5
0,8,1.0
0,9,1.5
0,10,2.25
0,11,1.75
0,12,1.0
0,13,2.25
0,14,2.25
0,15,1.25
0,16,1.0
0,17,1.5
0,18,2.0
0,19,1.0
0,20,1.75
0,21,100.0
0,22,100.0
0,23,100.0
0,67,100.0
0,68,0.25
0,89,100.0
1,0,2.25
1,1,100.0
1,2,0.5
1,3,1.25
1,4,1.5
1,5,1.5
1,6,2.5
1,7,2.75
1,8,2.0
1,9,1.5
1,10,1.0
1,11,0.75
1,12,1.75
1,13,1.5
1,14,2.25
1,15,1.0
1,16,1.25
1,17,1.25
1,18,2.0
1,19,2.5
1,20,0.75
1,21,1.5
1,22,100.0
1,23,0.25
1,67,100.0
1,68,0.25
1,88,100.0
2,0,2.5
2,1,0.75
2,2,100.0
2,3,1.5
2,4,3.0
2,5,2.75
2,6,1.0
2,7,0.75
2,8,2.5
2,9,1.75
2,10,1.75
2,11,0.5
2,12,2.0
2,13,1.75
2,14,2.75
2,15,2.75
2,16,1.0
2,17,2.25
2,18,2.0
2,19,2.5
2,20,1.75
2,21,1.0
2,22,100.0
2,23,0.25
2,67,100.0
2,68,0.25
2,87,100.0
3,0,2.0
3,1,0.5
3,2,0.75
3,3,100.0
3,4,1.25
3,5,2.0
3,6,2.0
3,7,2.0
3,8,1.75
3,9,2.0
3,10,1.25
3,11,0.75
3,12,1.5
3,13,2.5
3,14,1.25
3,15,0.75
3,16,2.0
3,17,1.0
3,18,1.0
3,19,0.75
3,20,2.5
3,21,2.25
3,22,100.0
3,23,0.25
3,67,100.0
3,68,0.25
3,86,100.0
4,0,0.75
4,1,2.75
4,2,2.0
4,3,1.0
4,4,100.0
4,5,1.0
4,6,3.0
4,7,2.75
4,8,2.25
4,9,2.25
4,10,1.0
4,11,0.75
4,12,2.5
4,13,1.75
4,14,1.75
4,15,2.5
4,16,0.5
4,17,2.75
4,18,2.0
4,19,2.25
4,20,1.0
4,21,2.25
4,22,100.0
4,23,0.25
4,68,0.25
4,85,100.0
5,0,2.25
5,1,0.5
5,2,1.75
5,3,1.25
5,4,2.0
5,5,100.0
5,6,1.0
5,7,2.5
5,8,2.25
5,9,1.75
5,10,0.75
5,11,1.75
5,12,1.0
5,13,2.0
5,14,0.5
5,15,1.0
5,16,0.75
5,17,2.5
5,18,0.75
5,19,2.5
5,20,1.0
5,21,2.25
5,22,100.0
5,23,0.25
5,68,100.0
5,69,100.0
5,70,100.0
5,71,100.0
5,72,100.0
5,73,100.0
5,74,100.0
5,75,100.0
5,76,2.25
5,77,2.25
5,78,2.25
5,79,2.0
5,80,2.0
5,81,1.5
5,82,1.5
5,84,100.0
6,0,2.0
6,1,2.5
6,2,0.5
6,3,1.5
6,4,2.75
6,5,0.75
6,6,100.0
6,7,3.0
6,8,2.25
6,9,2.0
6,10,2.75
6,11,1.0
6,12,1.25
6,13,2.25
6,14,2.0
6,15,1.0
6,16,2.0
6,17,0.75
6,18,2.0
6,19,0.75
6,20,1.5
6,21,1.75
6,22,100.0
6,23,0.25
6,68,0.25
6,83,100.0
7,0,2.5
7,1,2.5
7,2,2.25
7,3,2.5
7,4,2.25
7,5,2.0
7,6,2.75
7,7,100.0
7,8,0.5
7,9,1.0
7,10,0.75
7,11,1.75
7,12,1.5
7,13,0.75
7,14,2.25
7,15,0.5
7,16,2.0
7,17,1.0
7,18,2.25
7,19,2.25
7,20,1.0
7,21,2.25
7,22,100.0
7,23,0.25
7,68,0.25
7,82,100.0
8,0,1.25
8,1,2.75
8,2,2.5
8,3,0.5
8,4,0.75
8,5,2.5
8,6,1.0
8,7,2.0
8,8,100.0
8,9,2.75
8,10,2.0
8,11,1.75
8,12,2.25
8,13,1.75
8,14,1.25
8,15,1.0
8,16,2.25
8,17,2.25
8,18,1.5
8,19,1.25
8,20,1.5
8,21,1.75
8,22,100.0
8,23,0.25
8,67,100.0
8,68,0.25
8,81,100.0
9,0,1.0
9,1,0.75
9,2,2.5
9,3,1.25
9,4,2.75
9,5,1.0
9,6,0.5
9,7,1.0
9,8,1.25
9,9,100.0
9,10,1.25
9,11,2.5
9,12,1.75
9,13,1.5
9,14,2.75
9,15,1.25
9,16,1.25
9,17,2.75
9,18,0.75
9,19,0.5
9,20,1.75
9,21,2.25
9,22,100.0
9,23,0.25
9,67,100.0
9,68,0.25
9,80,100.0
10,0,1.5
10,1,1.5
10,2,2.5
10,3,0.75
10,4,0.75
10,5,1.0
10,6,1.75
10,7,3.0
10,8,2.75
10,9,2.0
10,10,100.0
10,11,1.25
10,12,2.5
10,13,2.25
10,14,2.5
10,15,2.75
10,16,0.75
10,17,1.75
10,18,1.25
10,19,0.75
10,20,1.25
10,21,2.75
10,22,100.0
10,23,0.25
10,67,100.0
10,68,0.25
10,79,100.0
11,0,1.25
11,1,1.75
11,2,1.0
11,3,1.25
11,4,0.75
11,5,2.25
11,6,1.5
11,7,2.25
11,8,2.0
11,9,2.0
11,10,1.75
11,11,100.0
11,12,1.75
11,13,1.25
11,14,2.5
11,15,0.75
11,16,2.25
11,17,2.0
11,18,2.75
11,19,2.5
11,20,1.75
11,21,3.0
11,22,100.0
11,23,0.25
11,33,100.0
11,34,100.0
11,35,100.0
11,36,100.0
11,37,100.0
11,38,100.0
11,39,100.0
11,40,100.0
11,41,100.0
11,42,100.0
11,43,100.0
11,44,100.0
11,45,100.0
11,46,100.0
11,47,100.0
11,48,100.0
11,49,100.0
11,50,100.0
11,51,100.0
11,52,100.0
11,53,100.0
11,54,100.0
11,55,100.0
11,56,100.0
11,57,100.0
11,58,100.0
11,59,100.0
11,60,100.0
11,61,100.0
11,62,100.0
11,63,100.0
11,64,100.0
11,65,100.0
11,66,100.0
11,67,100.0
11,68,100.0
11,69,100.0
11,70,100.0
11,71,100.0
11,72,100.0
11,73,100.0
11,74,100.0
11,75,100.0
11,76,100.0
11,77,100.0
11,78,100.0
11,79,1.0
11,80,0.75
11,81,1.0
11,82,1.25
11,83,1.0
11,84,1.5
11,85,1.5
11,86,1.25
11,87,1.0
11,88,0.75
11,89,1.0
12,0,0.75
12,1,1.0
12,2,2.75
12,3,1.25
12,4,2.5
12,5,2.75
12,6,1.5
12,7,1.0
12,8,0.75
12,9,2.25
12,10,2.25
12,11,3.0
12,12,1.5
12,13,1.75
12,14,2.25
12,15,1.5
12,16,1.5
12,17,1.5
12,18,1.0
12,19,2.75
12,20,1.5
12,21,2.5
12,22,100.0
12,23,0.25
12,33,100.0
12,45,1.0
12,46,0.75
12,47,1.0
12,48,1.25
12,49,1.5
12,50,1.0
12,51,1.0
12,52,1.25
12,53,0.75
12,54,1.0
12,55,1.0
12,56,1.25
12,57,1.5
12,58,1.0
12,59,1.25
12,60,1.0
12,61,1.25
12,62,1.5
12,63,1.25
12,64,1.0
12,65,1.25
12,66,1.0
12,67,100.0
12,68,0.25
12,69,1.5
12,70,1.5
12,71,1.25
12,72,1.0
12,73,0.75
12,74,1.25
12,75,1.5
12,76,1.0
12,77,1.5
12,78,1.25
12,79,1.25
12,80,1.5
12,81,1.0
12,82,1.0
12,83,1.0
12,84,1.0
12,85,0.75
12,86,1.25
12,87,1.0
12,88,1.0
12,89,1.0
13,0,2.25
13,1,0.75
13,2,1.25
13,3,2.0
13,4,3.0
13,5,0.75
13,6,2.75
13,7,2.75
13,8,1.25
13,9,0.5
13,10,1.75
13,11,2.75
13,12,2.75
13,13,0.75
13,14,3.0
13,15,2.25
13,16,1.0
13,17,2.75
13,18,1.75
13,19,0.75
13,20,2.75
13,21,3.0
13,22,100.0
13,23,0.25
13,33,100.0
13,45,1.25
13,46,1.5
13,47,1.5
13,48,0.75
13,49,1.25
13,50,1.5
13,51,1.0
13,52,1.25
13,53,1.5
13,54,1.0
13,55,1.25
13,56,1.25
13,57,1.0
13,58,1.25
13,59,1.0
13,60,1.5
13,61,1.5
13,62,0.75
13,63,1.0
13,64,1.5
13,65,1.5
13,66,0.75
13,67,100.0
13,68,0.25
13,69,1.0
13,70,1.25
13,71,1.0
13,72,1.25
13,73,1.25
13,74,1.0
13,75,1.25
13,76,1.0
13,77,1.0
13,78,1.0
13,79,0.75
13,80,1.0
13,81,1.25
13,82,1.0
13,83,0.75
13,84,1.25
13,85,1.25
13,86,1.0
13,87,1.0
13,88,1.0
13,89,1.25
14,0,1.0
14,1,2.75
14,2,0.75
14,3,2.5
14,4,2.5
14,5,1.5
14,6,2.75
14,7,2.75
14,8,1.75
14,9,1.25
14,10,1.0
14,11,1.25
14,12,1.75
14,13,2.25
14,14,1.5
14,15,2.0
14,16,0.75
14,17,1.75
14,18,2.5
14,19,2.0
14,20,2.5
14,21,2.5
14,22,100.0
14,23,0.25
14,33,100.0
14,45,1.0
14,46,1.0
14,47,1.0
14,48,1.0
14,49,1.5
14,50,1.0
14,51,1.0
14,52,1.25
14,53,1.5
14,54,1.25
14,55,1.25
14,56,1.5
14,57,1.25
14,58,1.25
14,59,1.25
14,60,0.75
14,61,1.0
14,62,1.0
14,63,1.0
14,64,1.25
14,65,0.75
14,66,1.25
14,67,100.0
14,68,0.25
14,69,1.0
14,70,1.0
14,71,1.0
14,72,1.0
14,73,1.0
14,74,1.0
14,75,0.75
14,76,1.0
14,77,1.25
14,78,1.0
14,79,0.75
14,80,1.0
14,81,1.25
14,82,1.0
14,83,1.25
14,84,1.0
14,85,1.5
14,86,0.75
14,87,1.25
14,88,1.25
14,89,1.5
15,0,2.75
15,1,2.5
15,2,1.5
15,3,1.75
15,4,0.75
15,5,2.5
15,6,2.25
15,7,2.75
15,8,2.75
15,9,1.75
15,10,1.25
15,11,2.5
15,12,0.5
15,13,1.25
15,14,2.25
15,15,2.0
15,16,1.5
15,17,2.25
15,18,1.75
15,19,2.75
15,20,1.75
15,21,2.75
15,22,100.0
15,23,0.25
15,33,100.0
15,45,1.0
15,46,1.0
15,47,1.25
15,48,0.75
15,49,1.0
15,50,1.0
15,51,1.0
15,52,1.0
15,53,1.0
15,54,1.0
15,55,1.25
15,56,1.0
15,57,0.75
15,58,1.0
15,59,1.0
15,60,1.5
15,61,1.25
15,62,1.0
15,63,1.25
15,64,1.25
15,65,1.0
15,66,0.75
15,67,100.0
15,68,0.25
15,69,1.25
15,70,1.25
15,71,1.0
15,72,1.0
15,73,1.25
15,74,1.0
15,75,1.25
15,76,1.25
15,77,1.0
15,78,0.75
15,79,1.25
15,80,1.0
15,81,1.25
15,82,1.0
15,83,1.0
15,84,1.0
15,85,1.5
15,86,0.75
15,87,1.0
15,88,0.75
15,89,1.0
16,0,1.0
16,1,0.5
16,2,1.5
16,3,2.0
16,4,2.0
16,5,1.75
16,6,1.25
16,7,3.0
16,8,2.75
16,9,1.0
16,10,1.5
16,11,1.75
16,12,1.75
16,13,1.5
16,14,3.0
16,15,1.0
16,16,1.25
16,17,2.5
16,18,1.0
16,19,0.75
16,20,2.75
16,21,2.25
16,22,100.0
16,23,0.25
16,33,100.0
16,45,1.0
16,46,1.25
16,47,1.5
16,48,1.25
16,49,1.0
16,50,1.5
16,51,1.0
16,52,1.25
16,53,1.25
16,54,1.0
16,55,0.75
16,56,1.5
16,57,1.25
16,58,1.0
16,59,0.75
16,60,1.25
16,61,1.25
16,62,1.5
16,63,0.75
16,64,1.25
16,65,1.25
16,66,1.25
16,67,100.0
16,68,0.25
16,69,1.5
16,70,0.75
16,71,1.25
16,72,1.5
16,73,0.75
16,74,1.0
16,75,1.25
16,76,1.25
16,77,1.5
16,78,0.75
16,79,1.25
16,80,1.25
16,81,1.25
16,82,1.0
16,83,1.0
16,84,1.0
16,85,1.25
16,86,1.25
16,87,1.0
16,88,1.25
16,89,1.25
17,0,1.5
17,1,3.0
17,2,1.75
17,3,1.75
17,4,2.75
17,5,2.75
17,6,1.75
17,7,0.75
17,8,2.5
17,9,0.5
17,10,2.5
17,11,2.5
17,12,1.25
17,13,0.75
17,14,2.0
17,15,3.0
17,16,1.5
17,17,1.25
17,18,2.25
17,19,1.75
17,20,0.75
17,21,2.0
17,22,100.0
17,23,0.25
17,33,100.0
17,45,1.0
17,46,1.0
17,47,1.0
17,48,1.0
17,49,1.25
17,50,1.25
17,51,1.25
17,52,1.25
17,53,1.25
17,54,1.25
17,55,1.5
17,56,1.5
17,57,1.0
17,58,1.0
17,59,1.25
17,60,1.0
17,61,1.25
17,62,1.0
17,63,0.75
17,64,1.25
17,65,1.5
17,66,0.75
17,67,100.0
17,68,0.25
17,69,1.0
17,70,1.25
17,71,1.25
17,72,1.25
17,73,1.25
17,74,1.5
17,75,1.0
17,76,1.5
17,77,1.0
17,78,1.0
17,79,1.25
17,80,1.25
17,81,1.5
17,82,1.5
17,83,1.25
17,84,1.25
17,85,1.0
17,86,1.5
17,87,1.0
17,88,1.0
17,89,1.25
18,0,1.25
18,1,1.25
18,2,2.5
18,3,1.0
18,4,2.25
18,5,2.25
18,6,2.75
18,7,1.25
18,8,1.75
18,9,2.75
18,10,2.75
18,11,2.5
18,12,0.75
18,13,1.75
18,14,1.75
18,15,3.0
18,16,2.5
18,17,0.75
18,18,2.0
18,19,1.25
18,20,2.0
18,21,1.75
18,22,100.0
18,23,0.25
18,33,100.0
18,45,1.0
18,46,1.0
18,47,1.0
18,48,1.0
18,49,1.25
18,50,0.75
18,51,0.75
18,52,1.0
18,53,0.75
18,54,1.25
18,55,1.0
18,56,0.75
18,57,1.0
18,58,1.25
18,59,1.25
18,60,1.0
18,61,1.25
18,62,1.25
18,63,1.5
18,64,1.25
18,65,1.25
18,66,1.25
18,67,100.0
18,68,0.25
18,69,1.5
18,70,1.0
18,71,1.0
18,72,0.75
18,73,1.5
18,74,1.25
18,75,1.25
18,76,0.75
18,77,1.0
18,78,1.0
18,79,1.0
18,80,1.25
18,81,1.5
18,82,1.0
18,83,0.75
18,84,1.25
18,85,1.25
18,86,1.25
18,87,1.25
18,88,1.25
18,89,1.5
19,0,2.5
19,1,2.25
19,2,2.75
19,3,2.5
19,4,1.25
19,5,1.75
19,6,1.0
19,7,1.75
19,8,1.25
19,9,2.5
19,10,1.0
19,11,2.25
19,12,2.5
19,13,0.5
19,14,1.5
19,15,1.5
19,16,2.0
19,17,2.25
19,18,3.0
19,19,1.5
19,20,1.75
19,21,0.5
19,22,100.0
19,23,0.25
19,33,100.0
19,45,1.5
19,46,1.0
19,47,1.25
19,48,1.0
19,49,1.5
19,50,1.0
19,51,1.0
19,52,0.75
19,53,1.25
19,54,1.25
19,55,1.0
19,56,1.5
19,57,1.0
19,58,1.5
19,59,1.5
19,60,1.5
19,61,1.25
19,62,1.5
19,63,0.75
19,64,1.5
19,65,1.0
19,66,1.25
19,67,100.0
19,68,0.25
19,69,1.0
19,70,1.0
19,71,1.25
19,72,1.25
19,73,1.25
19,74,1.0
19,75,1.25
19,76,1.25
19,77,1.0
19,78,1.0
19,79,1.0
19,80,1.5
19,81,1.5
19,82,1.25
19,83,1.25
19,84,1.5
19,85,1.5
19,86,1.0
19,87,1.0
19,88,1.0
19,89,1.0
20,0,0.75
20,1,2.0
20,2,0.5
20,3,2.0
20,4,1.75
20,5,2.0
20,6,1.0
20,7,2.75
20,8,2.75
20,9,1.25
20,10,1.75
20,11,1.0
20,12,2.75
20,13,1.75
20,14,3.0
20,15,1.75
20,16,2.5
20,17,0.75
20,18,2.75
20,19,2.75
20,20,2.75
20,21,1.75
20,22,100.0
20,23,0.25
20,33,100.0
20,45,1.25
20,46,1.0
20,47,1.0
20,48,1.0
20,49,1.5
20,50,0.75
20,51,1.25
20,52,1.0
20,53,1.25
20,54,1.25
20,55,1.25
20,56,1.25
20,57,1.25
20,58,1.25
20,59,1.0
20,60,1.0
20,61,1.5
20,62,1.25
20,63,1.25
20,64,1.0
20,65,1.0
20,66,1.25
20,67,100.0
20,68,0.25
20,69,1.25
20,70,1.5
20,71,1.25
20,72,1.0
20,73,1.25
20,74,1.25
20,75,0.75
20,76,1.25
20,77,1.0
20,78,1.0
20,79,1.25
20,80,1.0
20,81,1.0
20,82,1.25
20,83,1.25
20,84,0.75
20,85,1.0
20,86,1.0
20,87,1.0
20,88,1.0
20,89,1.5
21,0,1.25
21,1,0.75
21,2,2.5
21,3,2.75
21,4,2.5
21,5,1.25
21,6,0.75
21,7,2.0
21,8,1.0
21,9,1.0
21,10,1.5
21,11,1.25
21,12,1.25
21,13,1.25
21,14,1.75
21,15,1.0
21,16,2.75
21,17,1.75
21,18,0.75
21,19,1.0
21,20,2.0
21,21,3.0
21,22,100.0
21,23,0.25
21,33,100.0
21,45,1.25
21,46,1.0
21,47,1.0
21,48,1.0
21,49,1.0
21,50,1.0
21,51,1.5
21,52,1.25
21,53,0.75
21,54,1.25
21,55,1.0
21,56,1.25
21,57,1.0
21,58,1.0
21,59,0.75
21,60,1.25
21,61,1.25
21,62,0.75
21,63,1.5
21,64,1.25
21,65,1.0
21,66,1.0
21,67,100.0
21,68,0.25
21,69,1.5
21,70,0.75
21,71,1.0
21,72,1.25
21,73,1.0
21,74,1.25
21,75,0.75
21,76,0.75
21,77,1.5
21,78,1.0
21,79,0.75
21,80,1.5
21,81,1.0
21,82,1.25
21,83,1.5
21,84,1.0
21,85,1.0
21,86,1.5
21,87,1.0
21,88,1.0
21,89,1.25
22,0,100.0
22,1,100.0
22,2,100.0
22,3,100.0
22,4,100.0
22,5,100.0
22,6,100.0
22,7,100.0
22,8,100.0
22,9,100.0
22,10,100.0
22,11,100.0
22,12,0.75
22,13,1.5
22,14,1.5
22,15,2.0
22,16,0.75
22,17,1.0
22,18,0.75
22,19,2.0
22,20,2.5
22,21,1.0
22,22,100.0
22,23,2.0
22,33,100.0
22,34,100.0
22,35,100.0
22,36,100.0
22,37,100.0
22,38,100.0
22,39,100.0
22,40,100.0
22,41,100.0
22,42,100.0
22,43,100.0
22,44,100.0
22,45,100.0
22,46,1.25
22,47,1.25
22,48,1.0
22,49,1.0
22,50,1.5
22,51,1.5
22,52,1.5
22,53,1.25
22,54,1.25
22,55,1.5
22,56,100.0
22,57,100.0
22,58,100.0
22,59,100.0
22,60,100.0
22,61,100.0
22,62,100.0
22,63,100.0
22,64,100.0
22,65,100.0
22,66,100.0
22,67,100.0
22,68,0.25
22,69,1.0
22,70,1.25
22,71,1.0
22,72,0.75
22,73,0.75
22,74,0.75
22,75,1.0
22,76,1.25
22,77,1.0
22,78,100.0
22,79,100.0
22,80,100.0
22,81,100.0
