id,qPA,pulso,fResp,grav,label,pSist,pDiast
0,0.9953601906626027,0.6119316720285145,0.2555589484697967,0.25868691,2,0.5866118008116656,0.9915097394129552
1,1.0,0.6794735551250637,0.5812676062998111,0.35650207,2,0.6706892943790942,0.8148294870664337
2,1.0,0.4857342518333215,0.07049203702831394,0.37109057999999995,2,0.9783052095414144,0.9059477715967551
3,0.2519084065613896,0.03466962989435706,0.3742235222802614,0.27122605,2,0.6743101536355358,0.12671489136103112
4,1.0,0.11444046071383691,0.03346690583983993,0.13222719,1,0.7957103910480919,0.9135358702903981
5,0.7689904873660491,0.07660244233139608,0.40612965220527397,0.24972772,1,0.6618237502474519,0.6323649261868147
6,0.251897929461753,0.6081322464834177,0.6580185243417751,0.73008176,3,0.6444150849951547,0.09725231837263201
7,0.1722408271847644,0.23354068649311133,0.5752767129705493,0.47832449,2,0.0,0.2783095066985437
8,0.7671756018005955,0.1420294264623668,0.9761099482448216,0.2517049,2,0.8238245712815547,0.5468402455054328
9,1.0,0.5304324924032051,0.4416362926072682,0.33442757,2,0.9675277834597878,0.9576911085725324
10,0.9917925378546771,0.9308093825612915,0.7779325554930928,0.36248506999999996,2,0.5611517992722267,0.9650768295076111
11,0.2516449905208012,0.6172159801162864,0.5694928803665511,0.5401573900000001,3,0.7977563854350245,0.15735797903996102
12,1.0,0.6902505057367092,0.020973378192549925,0.13222719,1,0.8985192551092779,0.9707842291561914
13,1.0,0.23450129831162805,0.5122912410494205,0.39827247,2,0.9991122921845699,0.9573509885359737
14,0.5,0.20690214623443398,0.4075391110156487,0.4765941,2,0.3313997172045955,0.48530059767475026
15,1.0,0.037319191040201365,0.21976899770787323,0.13222719,1,0.9530728284083451,0.8003783543579855
16,0.2507277576613648,0.6637070595590334,0.2303957051404348,0.30628955999999996,2,0.5817570365188343,0.14162260803697177
17,0.5,0.5074996144354526,0.4385458408074949,0.59453006,3,0.17519733182747646,0.4216512584307946
18,0.9999172137372984,0.486032156918772,0.9200310927550207,0.36883038999999995,2,0.6444991774358738,0.9158968329681774
19,0.9986990075839316,0.8621604016359324,0.3189985535758032,0.13229993,1,0.859804484192622,0.7923007869786655
20,1.0,0.9660448389980211,0.28428537314670643,0.13222719,1,0.9133295875221649,0.9596777324299218
21,0.5,0.7600899112609674,0.3637531334189463,0.4,2,0.3592160724958048,0.6557591680659903
22,0.23543090593247734,0.24676250107429243,0.4993314402933077,0.42456975,2,0.3306457098967328,0.03538962654566514
23,0.9937843318238294,0.6766175757336276,0.8136303428623703,0.33852786,2,0.574707571332634,0.8492540505234674
24,1.0,0.7597071834760218,0.23475452891911752,0.13222719,1,0.9640576315096319,0.9341645940845128
25,0.7112740347814517,0.5864839316018648,0.022137901533667965,0.43219847,2,0.5276763581488224,0.6787662640945703
26,0.9917909920530913,0.8228802522719341,0.30107716135659424,0.13268777,1,0.9112545815374193,0.7578146563920488
27,0.8561715212279206,0.9273410327102126,0.29801708210062333,0.14446909,1,0.5276877744773735,0.7431989666861128
28,0.7748192471305057,0.6378929365025195,0.8260376634092871,0.43208599999999997,2,0.8847531048294367,0.3921007705162954
29,0.5210558214143444,0.01887933454175745,0.13630288300914434,0.39249572,2,0.4191662149174459,0.6554962237270778
30,0.25132764318044437,0.184384926510992,0.8146867890528623,0.4316923,2,0.7250314302117482,0.17093903413380385
31,0.712099607332046,0.026687030385107963,0.8612083871142573,0.43141965,2,0.3502720263936101,0.7060921975436383
32,0.2494801812778695,0.9355096327797497,0.5529714441708087,0.46479196,2,0.5474095408964667,0.03150869617361957
33,0.4583956663509796,0.48469823816839164,0.018402715196293024,0.6017824900000001,3,0.5455304956028304,0.27673344154384477
34,0.1950330417951543,0.7952093556205535,0.5078378895483348,0.38382403,2,0.21849269861057402,0.04585510472882248
35,0.001377251960963807,0.45704903999806035,0.713721906079001,0.68307853,3,0.04845248724137012,0.09684349395528184
36,1.0,0.49444619447616606,0.6978200606832512,0.6133368,3,0.8823940441131644,0.8235684174899742
37,0.6839140337371769,0.4259083025693033,0.8935851095966872,0.63032853,3,0.418185528756084,0.6948685698536116
38,0.6036765688426171,0.892256244882383,0.7012580689573141,0.60675346,3,0.4820176348144824,0.31693197452521604
39,0.9900769843540832,0.8747583386081939,0.9374327416385932,0.13623239,1,0.5503872018484567,0.9504023075066673
40,0.0,0.6334736808631835,0.010763383879672347,0.22586355000000002,1,0.0,0.034123331434068545
41,0.7132514012691374,0.29239071442696635,0.8198483027840711,0.52718477,3,0.5333222622408347,0.43864365278913775
42,0.7767008884236981,0.29178936581508724,0.03414510473708016,0.40097022000000004,2,0.8454478037220056,0.38142637765290627
43,0.8117285806003275,0.24558236286622515,0.5161791539955263,0.42175255,2,0.46879228896445907,0.7655955942748839
44,0.9993691411972954,0.7047154926884525,0.653389394016827,0.4,2,0.8416828868764243,0.7952950306188077
45,0.25081821568008456,0.7750231291198909,0.7542159182320197,0.57564268,3,0.6514038788682817,0.18663358272801214
46,0.5,0.8230946804940441,0.279946509767319,0.4,2,0.167826208641996,0.4896917414532751
47,0.7198322221310008,0.8066205302692511,0.6030953714243831,0.49099019,2,0.5396999883012056,0.4454892772472569
48,0.7705856400986886,0.2538584146944655,0.8889088745481175,0.41374417,2,0.9796828190846177,0.6463263233964563
49,0.718594722083768,0.8009272080650989,0.6432902049273722,0.5263889900000001,3,0.4070960955920967,0.7094127536408986
50,0.9933894653965445,0.6300298912711478,0.7861613778731835,0.43166178,2,0.8390177626302845,0.7547595126551468
51,0.4452838910413699,0.23157518034379582,0.49115272351691497,0.53169294,3,0.6205118822795278,0.2758350150342528
52,0.7868993430114253,0.3812433626888049,0.4034461833988768,0.46493504,2,0.7184959351985654,0.6797343288309062
53,0.7718009264046155,0.45341308101310257,0.877564911309444,0.54624345,3,0.6412249273297727,0.6551161484244085
54,0.24744997127671645,0.5008004423068008,0.7082580764140465,0.72748094,3,0.5029564760124107,0.16235939114844775
55,0.23232968444006427,0.5408373018072398,0.8266014651205891,0.49601039999999996,2,0.318172076319451,0.11872137011743646
56,0.5,0.34528942486677544,0.010540955010987767,0.6714722399999999,3,0.21083746184651228,0.4982961313563726
57,1.0,0.2915409014466598,0.09545258454888679,0.34275495999999994,2,0.6829632599008405,0.959929403914122
58,0.7444840933009196,0.7038956533304577,0.5433110655906904,0.4155216,2,0.5642902892238568,0.3402310308205184
59,0.7671756018005955,0.9345888056790804,0.8563360490994906,0.37221759,2,0.7151275298054447,0.5852475285433351
60,0.24923714691744833,0.5944738356493505,0.26430092134293204,0.38984357000000003,2,0.9244558589421984,0.22359320442968492
